,title,quote
2058,ghostbusters ii,"Of course not, and that is the whole problem with aliens is you just can't trust them. Occasionally you meet a nice once: Star Man, E.T... But usually they turn out to be some kind of big lizard! But that's all the time we've got for this week on World of the Psychic. Next week though...  Give me Ira. Hairless pets. Weird.  But until then, this is Peter Venkman saying-"
2059,ghostbusters ii,Let's see what happens when we take away the puppy.
2060,ghostbusters ii,"You know, I just can't believe things have gotten so bad in this city that there's no way back. I mean, sure, it's messy, it's crowded, it's polluted, and there are people who would just as soon step on your face as look at you. But come on! There's gotta be a few sparks of sweet humanity left in this burned-out bird. We just gotta find a way to mobilize it!"
2061,ginger snaps,Don't ever touch my sister again.
2062,gladiator,He killed the man who set you free.
2063,gladiator,"So Spaniard, we shall go to Rome together and have bloody adventures. And the great whore will suckle us until we are fat and happy and can suckle no more. And then, when enough men have died, perhaps you will have your freedom."
2064,gladiator,Today I saw a slave become more powerful than the Emperor of Rome.
2065,gladiator,"We who are about to die, salute you!"
2066,gladiator,"If only you had been born a man, what a Caesar you would have made."
2067,gladiator,"Those giraffes you sold me, they won't mate. They just walk around, eating, and not mating. You sold me... queer giraffes. I want my money back."
2068,gladiator,"Ancestors, I ask you for your guidance. Blessed mother, come to me with the Gods' desire for my future. Blessed father, watch over my wife and son with a ready sword. Whisper to them that I live only to hold them again, for all else is dust and air. Ancestors, I honor you and will try to live with the dignity that you have taught me."
2069,gladiator,"There was a dream that was Rome. You could only whisper it. Anything more than a whisper and it would vanish, it was so fragile."
2070,glengarry glen ross,How can you talk to me that way? I work here! I didn't come here to be mistreated!
2071,glengarry glen ross,"You can't think on your feet, you oughta keep your mouth closed."
2072,glengarry glen ross,"All train compartments smell vaguely of shit. It gets so you don't mind it. That's the worst thing that I can confess. You know how long it took me to get there? A long time. When you die you're going to regret the things you don't do. You think you're queer? I'm going to tell you something: we're all queer. You think you're a thief? So what? You get befuddled by a middle-class morality? Get shut of it. Shut it out. You cheat on your wife? You did it, live with it. You fuck little girls, so be it. There's an absolute morality? Maybe. And then what? If you think there is, go ahead, be that thing. Bad people go to hell? I don't think so. If you think that, act that way. A hell exists on earth? Yes. I won't live in it. That's me.  You ever take a dump made you feel like you'd just slept for twelve hours?"
2073,glengarry glen ross,You've got a big mouth... now I'm gonna show you an even bigger one.
2074,glengarry glen ross,"Cop couldn't find his dick, two hands and a map."
2075,glengarry glen ross,"Fuck. Fuck, fuck, FUCK! Williamson! Williamson! Open this fucking door!"
2076,glengarry glen ross,"You stupid fucking cunt. You, Williamson, I'm talking to you, shithead. You just cost me $6,000. Six thousand dollars, and one Cadillac. That's right. What are you going to do about it? What are you going to do about it, asshole? You're fucking shit. Where did you learn your trade, you stupid fucking cunt, you idiot? Who ever told you that you could work with men? Oh, I'm gonna have your job, shithead."
2077,go,"You know what makes it even better? If you take like a lot of pot with it. I mean like, like a lot of pot."
2078,go,"Let's think about this logically. She's either alive, or she's dead."
2079,go,"If you were any less black, you'd be clear."
2080,go,Gay men are so hot. It's tragic.
2081,go,"Just so we're clear, you stole a car, shot a bouncer, and had sex with two women?"
2082,go,They can't evict you on Christmas! Then you'd be ho-ho-homeless!
2083,go,I'm not a bathroom attendant!
2084,go,Is it safe to have a radio attached to my balls like this?
2085,godfather,"You touch my sister again, I'll kill you."
2086,godfather,Leave the gun. Take the cannoli.
2087,godfather,My godson has come all the way from California. Give him a drink.
2088,godfather,Maybe we shouldn't get Mike mixed up in this too directly...
2089,godfather,He's still alive. They hit him with five shots and he's still alive!
2090,godfather,"Just lie here, Pop. I'll take care of you now. I'm with you now. I'm with you."
2091,godfather,Goddamn FBI don't respect nothin'.
2092,godfather,"Paulie, pull over, I gotta take a leak."
2093,godfather,It's safer to teach you English!
2094,godfather,"I don't like violence, Tom. I'm a businessman; blood is a big expense."
2095,godfather,I have to get back to work. It's part of the wedding. No Sicilian can ever refuse a request on his daughter's wedding day.
2096,godfather part ii,"Michael, why are the drapes open?"
2097,godfather part ii,"If I could only live to see it, to be there with you. What I wouldn't give for twenty more years! Here we are, protected, free to make our profits without Kefauver, the goddamn Justice Department and the F.B.I. ninety miles away, in partnership with a friendly government. Ninety miles! It's nothing! Just one small step, looking for a man who wants to be President of the United States, and having the cash to make it possible. Michael, we're bigger than U.S. Steel."
2098,godfather part ii,"Hyman Roth always makes money for his partners. One by one, our old friends are gone. Death, natural or not, prison, deported. Hyman Roth is the only one left, because he always made money for his partners."
2099,godfather part ii,"Fredo, you're nothing to me now. You're not a brother, you're not a friend. I don't want to know you or what you do. I don't want to see you at the hotels, I don't want you near my house. When you see our mother, I want to know a day in advance, so I won't be there. You understand?"
2100,godfather part ii,Hyman Roth has been dying from the same heart attack for the last twenty years.
2101,godfather part ii,"There was this kid I grew up with; he was younger than me. Sorta looked up to me, you know. We did our first work together, worked our way out of the street. Things were good, we made the most of it. During Prohibition, we ran molasses into Canada... made a fortune, your father, too. As much as anyone, I loved him and trusted him. Later on he had an idea to build a city out of a desert stop-over for GI's on the way to the West Coast. That kid's name was Moe Greene, and the city he invented was Las Vegas. This was a great man, a man of vision and guts. And there isn't even a plaque, or a signpost or a statue of him in that town! Someone put a bullet through his eye. No one knows who gave the order. When I heard it, I wasn't angry; I knew Moe, I knew he was head-strong, talking loud, saying stupid things. So when he turned up dead, I let it go. And I said to myself, this is the business we've chosen; I didn't ask who gave the order, because it had nothing to do with business!"
2102,godfather part ii,"Why do you hurt me, Michael? I've always been loyal to you."
2103,godfather part ii,I'd give four million just to be able to take a piss without it hurting
2104,godfather part ii,"Those were the great old days,you know... And we was like the Roman Empire... The Corleone family was like the Roman Empire..."
2105,godfather part ii,"I am a retired investor on a pension, and I wished to live there as a Jew in the twilight of my life."
2106,godfather part ii,"I know it was you, Fredo. You broke my heart. You broke my heart!"
2107,godfather part ii,I don't want anything to happen to him while my mother's alive.
2108,godfather part ii,"I don't - I never knew no godfather. I got my own family, senator."
2109,gods and monsters,My life is a game of strip poker. Want to play?
2110,gods and monsters,"Hatred was the only thing that kept my soul alive. And amongst the men I hated... was my dear old dumb father, who put me in that hell in the first place."
2111,gods and monsters,"Oh, shut up. All we did was talk."
2112,gods and monsters,"Take off your shirt, and I'll tell you all about it."
2113,gods and monsters,He's never met a princess - only queens.
2114,gods and monsters,One likes to live simply.
2115,gods and monsters,It is kind of you to indulge your elders in their vices. Just as I indulge the young in theirs.
