Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby;United States, United Kingdom, Italy;United States;United Kingdom;01/11/2019;01/11/2019;2019-11-01;In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.;Robert Altman;137 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;R;2001;2000's;s2503;Gosford Park;Movie;100;1;1
Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter;United Kingdom;United Kingdom;;01/08/2018;01/08/2018;2018-08-01;After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault.;John Duigan;94 min;Action;A;Action & Adventure, Comedies;&;R;2001;2000's;s6743;The Parole Officer;Movie;100;1;1
John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes;United States;United States;;01/07/2019;01/07/2019;2019-07-01;Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.;Dominic Sena;99 min;Action;A;Action & Adventure;&;R;2001;2000's;s5949;Swordfish;Movie;100;1;1
Martin Lawrence;United States;United States;;01/12/2019;01/12/2019;2019-12-01;This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.;David Raynr;104 min;Stand-Up;A;Stand-Up Comedy;Comedy;R;2002;2000's;s3955;Martin Lawrence Live: Runteldat;Movie;100;1;1
Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner;United States;United States;;08/06/2019;08/06/2019;2019-06-08;In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.;Kurt Wimmer;107 min;Action;A;Action & Adventure, Dramas, Sci-Fi & Fantasy;&;R;2002;2000's;s2019;Equilibrium;Movie;100;1;1
Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara;Indonesia;Indonesia;;08/12/2018;08/12/2018;2018-12-08;A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.;Rudy Soedjarwo, Riri Riza;110 min;Dramas;A;Dramas, International Movies, Romantic Movies;International;R;2002;2000's;s7573;What's Up With Love?;Movie;100;1;1
Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze;United States;United States;;01/08/2019;01/08/2019;2019-08-01;A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.;David Fincher;112 min;Thrillers;A;Thrillers;;R;2002;2000's;s4754;Panic Room;Movie;100;1;1
Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga;Brazil, France, Germany;Brazil;France;01/01/2020;01/01/2020;2020-01-01;Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.;Fernando Meirelles, Katia Lund;130 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;R;2002;2000's;s1401;City of God;Movie;100;1;1
Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham;United States, Italy;United States;Italy;20/08/2019;20/08/2019;2019-08-20;In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.;Martin Scorsese;167 min;Dramas;A;Dramas;;R;2002;2000's;s2352;Gangs of New York;Movie;100;1;1
Jerry Seinfeld, Orny Adams, Colin Quinn, Bill Cosby, Robert Klein, Chris Rock, Garry Shandling, Jay Leno, Kevin Nealon, Ray Romano;United States;United States;;07/11/2017;07/11/2017;2017-11-07;Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.;Christian Charles;81 min;Documentaries;A;Documentaries;;R;2002;2000's;s3156;Jerry Seinfeld: Comedian;Movie;100;1;1
Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado;France, United States;France;United States;15/09/2020;15/09/2020;2020-09-15;A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.;Peter Sollett;88 min;Dramas;A;Dramas, Independent Movies, Romantic Movies;Independent;R;2002;2000's;s5077;Raising Victor Vargas;Movie;100;1;1
Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker;United States;United States;;01/11/2019;01/11/2019;2019-11-01;This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.;Charles Stone III;98 min;Action;A;Action & Adventure, Dramas;&;R;2002;2000's;s4742;Paid in Full;Movie;100;1;1
Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford;United States, Germany, United Kingdom;United States;Germany;01/01/2020;01/01/2020;2020-01-01;Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.;Jonathan Mostow;109 min;Action;A;Action & Adventure, Sci-Fi & Fantasy;&;R;2003;2000's;s6026;Terminator 3: Rise of the Machines;Movie;100;1;1
Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu;United States, Japan;United States;Japan;01/01/2020;01/01/2020;2020-01-01;An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.;Quentin Tarantino;111 min;Action;A;Action & Adventure;&;R;2003;2000's;s3376;Kill Bill: Vol. 1;Movie;100;1;1
Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie;United States;United States;;01/01/2019;01/01/2019;2019-01-01;A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.;Antoine Fuqua;121 min;Action;A;Action & Adventure, Dramas;&;R;2003;2000's;s6005;Tears of the Sun;Movie;100;1;1
Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye;United States;United States;;01/11/2019;01/11/2019;2019-11-01;The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.;Lilly Wachowski, Lana Wachowski;129 min;Action;A;Action & Adventure, Sci-Fi & Fantasy;&;R;2003;2000's;s6651;The Matrix Revolutions;Movie;100;1;1
Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye;United States;United States;;01/11/2019;01/11/2019;2019-11-01;The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.;Lilly Wachowski, Lana Wachowski;138 min;Action;A;Action & Adventure, Sci-Fi & Fantasy;&;R;2003;2000's;s6650;The Matrix Reloaded;Movie;100;1;1
Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark;United States, Australia;United States;Australia;01/09/2019;01/09/2019;2019-09-01;Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.;Clint Eastwood;138 min;Dramas;A;Dramas, Thrillers;Thrillers;R;2003;2000's;s4375;Mystic River;Movie;100;1;1
Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen;United States;United States;;01/07/2018;01/07/2018;2018-07-01;When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.;Bob Odenkirk;84 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;R;2003;2000's;s4026;Melvin Goes to Dinner;Movie;100;1;1
Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado;United States, Canada;United States;Canada;01/01/2020;01/01/2020;2020-01-01;On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.;David R. Ellis;90 min;Horror;A;Horror Movies, Thrillers;Movies,;R;2003;2000's;s2165;Final Destination 2;Movie;100;1;1
Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel;United States, France, Canada, Spain;United States;France;01/01/2021;01/01/2021;2021-01-01;After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.;Mathieu Kassovitz;98 min;Horror;A;Horror Movies, Thrillers;Movies,;R;2003;2000's;s2506;Gothika;Movie;100;1;1
Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan;United Kingdom;United Kingdom;;01/03/2019;01/03/2019;2019-03-01;A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.;Matthew Vaughn;105 min;Independent;A;Independent Movies, International Movies, Thrillers;Movies,;R;2004;2000's;s3552;Layer Cake;Movie;100;1;1
Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña;United States, Germany;United States;Germany;01/10/2019;01/10/2019;2019-10-01;In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.;Paul Haggis;112 min;Dramas;A;Dramas, Independent Movies;Independent;R;2004;2000's;s1518;Crash;Movie;100;1;1
Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton;United States;United States;;01/01/2020;01/01/2020;2020-01-01;The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.;Quentin Tarantino;137 min;Action;A;Action & Adventure;&;R;2004;2000's;s3377;Kill Bill: Vol. 2;Movie;100;1;1
John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard;United States, Canada, Germany;United States;Canada;01/01/2020;01/01/2020;2020-01-01;Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.;Danny Leiner;88 min;Comedies;A;Comedies, Cult Movies;Cult;R;2004;2000's;s2632;Harold & Kumar Go to White Castle;Movie;100;1;1
Stephen Chow, Yuen Wah, Yuen Qiu, Lam Chi-chung, Dong Zhihua, Chiu Chi-ling, Xing Yu, Danny Chan Kwok-kwan, Leung Siu-lung;Hong Kong, China, United States;Hong Kong;China;01/04/2020;01/04/2020;2020-04-01;Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.;Stephen Chow;99 min;Action;A;Action & Adventure, Comedies, Cult Movies;&;R;2004;2000's;s3465;Kung Fu Hustle;Movie;100;1;1
Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele;United Kingdom, Czech Republic, Germany, United States;United Kingdom;Czech Republic;01/11/2020;01/11/2020;2020-11-01;A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.;Andrzej Bartkowiak;105 min;Action;A;Action & Adventure, Horror Movies, Sci-Fi & Fantasy;&;R;2005;2000's;s1825;Doom;Movie;100;1;1
Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser;United States;United States;;01/03/2019;01/03/2019;2019-03-01;When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.;Phil Morrison;107 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;R;2005;2000's;s3245;Junebug;Movie;100;1;1
Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White;United States;United States;;01/09/2018;01/09/2018;2018-09-01;Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.;Rian Johnson;110 min;Independent;A;Independent Movies, Thrillers;Movies,;R;2005;2000's;s1098;Brick;Movie;100;1;1
Terrence Howard, Anthony Anderson, Taryn Manning, Taraji P. Henson, DJ Qualls, Ludacris, Paula Jai Parker, Elise Neal, Isaac Hayes;United States;United States;;01/12/2019;01/12/2019;2019-12-01;A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.;Craig Brewer;117 min;Dramas;A;Dramas, Independent Movies, Music & Musicals;Independent;R;2005;2000's;s2879;Hustle & Flow;Movie;100;1;1
Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman;United States, United Kingdom, Germany;United States;United Kingdom;01/10/2018;01/10/2018;2018-10-01;"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.";James McTeigue;132 min;Action;A;Action & Adventure, Dramas, Sci-Fi & Fantasy;&;R;2005;2000's;s7380;V for Vendetta;Movie;100;1;1
Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford;United States, Australia;United States;Australia;01/11/2019;01/11/2019;2019-11-01;In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.;John Dahl;133 min;Action;A;Action & Adventure, Dramas;&;R;2005;2000's;s6424;The Great Raid;Movie;100;1;1
Monica Bârlădeanu, Ion Fiscuteanu, Doru Ana, Dragos Bucur, Gabriel Spahiu, Dan Chiriac, Luminita Gheorghiu, Alina Berzunteanu, Dana Dogaru, Mimi Brănescu;Romania;Romania;;04/03/2020;04/03/2020;2020-03-04;The plot of Romanian director Cristi Puiu's real-time drama is simple, following the travails of an ailing old man who waits for his illness to overtake him as a weary paramedic shuttles him between hospitals.;Cristi Puiu;154 min;Dramas;A;Dramas, International Movies;International;R;2005;2000's;s6280;The Death of Mr. Lazarescu;Movie;100;1;1
Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, William Baldwin, Halley Feiffer, Anna Paquin, Ken Leung, David Benger, Adam Rose;United States;United States;;01/10/2019;01/10/2019;2019-10-01;This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.;Noah Baumbach;81 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;R;2005;2000's;s6900;The Squid and the Whale;Movie;100;1;1
Ryan Reynolds, Melissa George, Chloë Grace Moretz, Jesse James, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour;United States;United States;;01/01/2020;01/01/2020;2020-01-01;This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.;Andrew Douglas;89 min;Horror;A;Horror Movies;Movies;R;2005;2000's;s6082;The Amityville Horror;Movie;100;1;1
Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook;United States;United States;;23/09/2020;23/09/2020;2020-09-23;Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.;Rob McKittrick;94 min;Comedies;A;Comedies, Independent Movies;Independent;R;2005;2000's;s7461;Waiting...;Movie;100;1;1
