,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
286,This Must Be the Place,2011,R,24 Aug 2011,118 min,"Adventure, Comedy, Drama",Paolo Sorrentino,"Paolo Sorrentino (screenplay), Umberto Contarello (screenplay)","Sean Penn, Olwen Fouéré, Eve Hewson, Johnny Ward","Cheyenne, a wealthy former rock star (Penn), now bored and jaded in his retirement embarks on a quest to find his father's persecutor, an ex-Nazi war criminal now hiding out in the U.S. Learning his father is close to death, he travels to New York in the hope of being reconciled with him during his final hours, only to arrive too late. Having been estranged for over 30 years, it is only now in death that he learns the true extent of his father's humiliation in Auschwitz at the hands of former SS Officer Aloise Lange - an event he is determined to avenge. So begins a life-altering journey across the heartland of America to track down and confront his father's nemesis. As his quest unfolds, Cheyenne is reawakened by the people he encounters and his journey is transformed into one of reconciliation and self discovery. As his date with destiny arrives and he tracks down Lange, Cheyenne must finally decide if it is redemption he seeks ....or revenge. Starring two time Academy Award winner Sean Penn and marking the much-anticipated English-language debut of acclaimed director Paolo Sorrentino, THIS MUST BE THE PLACE is a gripping examination of a man on the precipice of obsession.","English, Hebrew","Italy, France, Ireland",19 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZDY2NDA0OTktYmIxYS00NzNkLWEyNzctMzFmYWVjMWQ2Y2Q5XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"33,208",tt1440345,movie,31 Mar 2017,"$143,979","Lucky Red, Medusa Film, Indigo Films",N/A,True
287,Event Horizon,1997,R,15 Aug 1997,96 min,"Horror, Sci-Fi, Thriller",Paul W.S. Anderson,Philip Eisner,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson","In the year 2047 a group of astronauts are sent to investigate and salvage the long lost starship ""Event Horizon"". The ship disappeared mysteriously 7 years before on its maiden voyage and with its return comes even more mystery as the crew of the ""Lewis and Clark"" discover the real truth behind its disappearance and something even more terrifying.","English, Latin","UK, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.7,"162,730",tt0119081,movie,01 Aug 2013,"$26,673,242",Impact Pictures,N/A,True
288,Royal Wedding,1951,Not Rated,23 Mar 1951,93 min,"Comedy, Musical, Romance",Stanley Donen,"Alan Jay Lerner (story), Alan Jay Lerner (screenplay)","Fred Astaire, Jane Powell, Peter Lawford, Sarah Churchill","Tom and Ellen Bowen are a brother and sister dance act whose show closes in New York. Their agent books them in London for the same period as the Royal Wedding. They travel by ship where Ellen meets and becomes involved with Lord John Brindale. This causes her to miss a rehearsal. Tom (Astaire) uses the time to dance with a hat rack and gym equipment. Later Tom and Ellen attempt a graceful dance number as the ship rolls. Upon arrival Tom holds auditions and meets Anne. There is much indecision by the siblings about their romantic partners even though they are in-the-clouds. Tom dances on the walls and ceiling of his hotel room. All ends well in this light musical. By the way, there is a vaudeville-style dance number in their show that features slapstick. It's a hoot.",English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BY2FlZmMyMjktOTAzYy00ZmYzLWJhNjMtMjljOWY1ZjVhZjM3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,6.7,"4,904",tt0043983,movie,02 Jul 2014,N/A,"Metro Goldwyn Mayer, Loew&#39;s Inc.",N/A,True
289,The Giant,2017,TV-MA,20 Oct 2017,114 min,"Drama, History","Aitor Arregi, Jon Garaño","Aitor Arregi, Jon Garaño, Jose Mari Goenaga, Andoni de Carlos","Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Agirre","A story about the world's tallest man, this is an unsettling Basque-language period drama focused on sibling rivalry.","Basque, English, Spanish, French",Spain,19 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMWU2ZjVhNDEtNGMwMy00MDVhLWJkNWQtYWMxNjI4ZjM5NzY5XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"3,822",tt5693136,movie,N/A,N/A,N/A,N/A,True
290,The Pillow Book,1996,Not Rated,06 Jun 1997,126 min,Drama,Peter Greenaway,"Sei Shonagon (book), Peter Greenaway","Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida","As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from ""The Pillow Book"", the diary of a 10th-century lady-in-waiting. Nagiko grows up, obsessed with books, papers, and writing on bodies, and her sexual odyssey (and the creation of her own Pillow Book) is a ""parfait mélange"" of classical Japanese, modern Chinese, and Western film images.","English, Cantonese, Italian, Japanese, Mandarin, French","Netherlands, UK, France, Luxembourg, Austria",5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BY2Y0MjZlZjQtNGUyNS00ODI4LWEyZmUtYTM5MDhkNTM0NGU1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.7,"12,460",tt0114134,movie,10 Aug 2016,"$2,372,744","Delux Productions, Channel Four Films, Kasander Film Company, Alpha Films, Euroimages Fund of the Council of Europe, Woodline Productions, Canal Plus",N/A,True
291,Love & Human Remains,1993,R,23 Jun 1995,100 min,"Comedy, Drama",Denys Arcand,"Brad Fraser (play), Brad Fraser (screenplay)","Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner","Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends (a busboy, a psychic dominatrix, and a misogynistic civil-servant) and Candy's dates (a male bartender and a lesbian schoolteacher). Meanwhile, a serial killer menaces the concrete and asphalt neighbourhood in which David and Candy live.",English,Canada,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzU2ZjUxYWMtOWU5OC00MjVkLThiMTMtNzhhODg4YjAzMjIyXkEyXkFqcGdeQXVyMjE3MTA1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.7,"2,463",tt0107447,movie,07 Jun 2011,"$542,985",N/A,N/A,True
292,"Men, Women & Children",2014,R,17 Oct 2014,119 min,"Comedy, Drama",Jason Reitman,"Chad Kultgen (based on the novel by), Jason Reitman (screenplay by), Erin Cressida Wilson (screenplay by)","Adam Sandler, Jennifer Garner, Rosemarie DeWitt, Judy Greer","Men, Women and Children follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives. The film attempts to stare down social issues such as video game culture, anorexia, infidelity, fame hunting, and the proliferation of illicit material on the internet. As each character and each relationship is tested, we are shown the variety of roads people choose - some tragic, some hopeful - as it becomes clear that no one is immune to this enormous social change that has come through our phones, our tablets, and our computers.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTAwMzc2OTgwOTZeQTJeQWpwZ15BbWU4MDg2ODA4NjIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.7,"30,950",tt3179568,movie,12 Sep 2016,"$705,908","Right of Way Films, Paramount Pictures",N/A,True
293,Pocahontas,1995,G,23 Jun 1995,81 min,"Animation, Adventure, Drama, Family, Musical, Romance","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik, Glen Keane (story), Joe Grant (story), Ralph Zondag (story), Burny Mattinson (story), Ed Gombert (story), Kaan Kalyon (story), Francis Glebas (story), Rob Gibbs (story), Bruce Morris (story), Todd Kurosawa (story), Duncan Marjoribanks (story), Chris Buck (story), Andrew Chapman (additional story development), Randy Cartwright (additional story development), Will Finn (additional story development), Broose Johnson (additional story development), T. Daniel Hofstedt (additional story development), David Pruiksma (additional story development), Nik Ranieri (additional story development), Vincent DeFrances (additional story development), Tom Mazzocco (additional story development), Don Dougherty (additional story development), Jorgen Klubien (additional story development), Mike Gabriel (based on an idea by)","Joe Baker, Christian Bale, Irene Bedard, Billy Connolly","This is the Disney animated tale of the romance between a young American Indian woman named Pocahontas and Capt. John Smith, who journeyed to the New World with other settlers to begin fresh lives. Her powerful father, Chief Powhatan, disapproves of their relationship and wants her to marry a native warrior. Meanwhile, Smith's fellow Englishmen hope to rob the Native Americans of their gold. Can Pocahontas' love for Smith save the day?","English, Algonquin",USA,Won 2 Oscars. Another 13 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"173,668",tt0114148,movie,13 Dec 2015,"$141,579,773",Walt Disney Pictures,N/A,True
294,Atari: Game Over,2014,TV-14,20 Nov 2014,66 min,Documentary,Zak Penn,N/A,"Zak Penn, Joe Lewandowski, Robert Rentschler, Paul Sanchez","A crew digs up all of the old Atari 2600 game cartridges of ""E.T. the Extra-Terrestrial"" that were tossed into a landfill in the 1980s.","English, Spanish, German, French, Italian",USA,N/A,https://m.media-amazon.com/images/M/MV5BZWNiNTIwNmItMWViMC00ZmE5LTk4YmQtNTlmMTQwYTg4ZWI2XkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.7,"5,718",tt3715406,movie,N/A,N/A,N/A,N/A,True
295,Too Late,2015,Not Rated,01 Apr 2016,107 min,"Drama, Mystery, Thriller",Dennis Hauck,Dennis Hauck,"Crystal Reed, Dichen Lachman, Natalie Zea, Joanna Cassidy",Explores the tangled relationship between a troubled private investigator and the missing woman he's hired to help find.,English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5Mzk4NjA4MV5BMl5BanBnXkFtZTgwNjgyODI5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.7,"3,264",tt2394063,movie,10 Aug 2016,"$60,438",N/A,N/A,True
296,The Matrix Revolutions,2003,R,05 Nov 2003,129 min,"Action, Sci-Fi","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski, Lilly Wachowski (characters), Lana Wachowski (characters)","Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan","Neo discovers that somehow he is able to use his powers in the real world too and that his mind can be freed from his body, as a result of which he finds himself trapped on a train station between the Matrix and the Real World. Meanwhile, Zion is preparing for the oncoming war with the machines with very little chances of survival. Neo's associates set out to free him from The Merovingian since it's believed that he is the One who will end the war between humans and the machines. What they do not know is that there is a threat from a third party, someone who has plans to destroy both the worlds.","English, French",USA,5 wins & 36 nominations.,https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.7,"455,319",tt0242653,movie,15 Aug 2008,"$139,313,948",Village Roadshow Prod.,N/A,True
297,Come Undone,2000,R,07 Jun 2000,100 min,"Drama, Romance",Sébastien Lifshitz,"Sébastien Lifshitz (screenplay), Stéphane Bouquet (screenplay), Sébastien Lifshitz (story), Stéphane Bouquet (story)","Jérémie Elkaïm, Stéphane Rideau, Marie Matheron, Dominique Reymond","Eighteen-year-old Mathieu vacations at the beach with his family when he meets local teen Cédric. After an extremely erotic kiss, the boys begin a passionate romance, complete with skinny-dipping at night, nude dancing on the beach and intense lovemaking in the dunes; yet, as Mathieu grapples with his sexuality and copes with his sick mother, absent father and annoying kid sister, his bond with Cédric grows stronger until it bursts.","French, English","France, Belgium",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk3MTEyMDg0M15BMl5BanBnXkFtZTcwMzUxMzAyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"4,807",tt0242795,movie,11 Mar 2017,"$326,484",N/A,N/A,True
298,The Discovery of Heaven,2001,N/A,25 Oct 2001,150 min,"Drama, Fantasy",Jeroen Krabbé,"Harry Mulisch (novel), Edwin de Vries","Maureen Lipman, Will Bowden, Jeroen Krabbé, Stephen Fry","God is disappointed with the human race and wants his stone tablets back. An angel is given the assignment and, with Gabriëls help, tries to manipulate several humans on earth to get his job done. But humans have a will of their own...",English,"Netherlands, UK",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjExMjU5ODc3NV5BMl5BanBnXkFtZTcwMjg1NDMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.7,"3,694",tt0251052,movie,N/A,N/A,N/A,N/A,True
299,Demons,1985,Not Rated,30 May 1986,88 min,Horror,Lamberto Bava,"Dardano Sacchetti (original story), Dario Argento (screenplay), Lamberto Bava (screenplay), Dardano Sacchetti (screenplay), Franco Ferrini (screenplay)","Urbano Barberini, Natasha Hovey, Karl Zinny, Fiore Argento","Art imitating art is the basis of this demonic tale of a group of invited guests who are granted a free lunch in the form of a screening of a horror film that brings naturalism to life. Baited and penned in, this walled-in feeling quickly turns to screams and fear as those who are dead lust after the flesh of those living. The free lunch has turned full circle in the cinema of hell and it is only a question of time before the demons from the abyss are asking for second portions.",Italian,Italy,2 nominations.,https://m.media-amazon.com/images/M/MV5BODQxN2JiMmUtODAwYi00ZTA0LTk4MDAtYWQ0MmJiNjRkZDg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"20,701",tt0089013,movie,10 Aug 2016,N/A,N/A,N/A,True
