,carat,cut,color,clarity,depth,table,x,y,z,price
4395,0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45,1715
4396,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.32,2.69,684
4397,1.05,Ideal,F,SI2,61.9,56.0,6.48,6.5,4.02,5347
4398,0.43,Premium,F,SI2,60.5,59.0,4.91,4.88,2.96,871
4399,0.33,Premium,I,VS2,62.6,58.0,4.42,4.34,2.74,594
4400,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,1024
4401,0.91,Very Good,J,VS2,62.6,55.0,6.17,6.19,3.87,3299
4402,0.23,Very Good,D,VS2,61.6,58.0,3.96,3.99,2.45,402
4403,1.0,Premium,H,VS2,59.3,61.0,6.47,6.45,3.83,5208
4404,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,3119
4405,0.52,Ideal,E,SI2,61.0,57.0,5.18,5.21,3.17,1412
4406,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,730
4407,1.03,Ideal,G,VS1,61.2,57.0,6.5,6.54,3.99,7391
4408,1.15,Very Good,H,VVS2,58.8,58.0,6.87,6.9,4.05,6793
4409,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,738
4410,0.73,Ideal,D,VS2,61.8,54.0,5.89,5.92,3.65,3319
4411,1.22,Very Good,I,VS2,63.3,57.0,6.74,6.82,4.29,5979
4412,0.42,Ideal,D,VS1,61.4,56.0,4.84,4.86,2.98,1395
4413,1.02,Ideal,F,I1,61.0,56.0,6.53,6.51,3.98,3599
4414,0.31,Premium,H,IF,61.0,58.0,4.34,4.38,2.66,816
4415,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1621
4416,0.3,Ideal,E,SI1,62.3,57.0,4.28,4.32,2.68,564
4417,1.08,Premium,G,SI2,60.7,60.0,6.64,6.61,4.02,4318
4418,0.3,Ideal,E,VVS2,60.2,57.0,4.37,4.4,2.64,789
4419,0.51,Ideal,G,VS1,61.8,57.0,5.14,5.12,3.17,1662
4420,0.3,Premium,G,SI2,58.1,61.0,4.47,4.41,2.58,506
4421,0.72,Very Good,G,SI1,62.8,59.0,5.69,5.74,3.59,2265
4422,0.61,Very Good,G,VS2,63.0,58.0,5.4,5.43,3.41,1675
4423,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
4424,1.05,Good,D,SI2,60.0,63.0,6.59,6.64,3.97,4560
4425,1.01,Very Good,G,SI1,63.4,58.0,6.33,6.28,4.0,4672
4426,2.03,Premium,J,SI2,62.7,59.0,8.02,8.08,5.05,12268
4427,0.7,Premium,G,VS2,58.1,55.0,5.83,5.8,3.38,2657
4428,1.02,Ideal,G,VS2,60.6,56.0,6.56,6.52,3.96,6333
4429,0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
4430,0.76,Ideal,E,SI1,62.4,54.0,5.84,5.86,3.65,3056
4431,0.87,Ideal,D,SI1,62.6,56.0,6.17,6.08,3.84,4108
4432,0.71,Very Good,D,SI1,60.9,60.0,5.71,5.76,3.49,2690
4433,0.8,Very Good,H,VS1,60.9,57.0,5.98,6.02,3.65,3273
4434,0.41,Very Good,G,VVS2,61.1,55.0,4.8,4.82,2.94,932
4435,0.77,Very Good,F,VVS2,60.6,60.0,5.89,5.92,3.58,3917
4436,1.07,Good,F,I1,64.3,59.0,6.42,6.37,4.11,3415
4437,0.78,Ideal,G,VS2,61.7,56.0,5.89,5.94,3.65,3613
4438,0.28,Ideal,H,VS1,62.3,55.0,4.21,4.24,2.63,481
4439,1.35,Premium,H,VS2,62.2,56.0,7.13,7.08,4.42,8062
4440,0.7,Premium,D,SI1,62.6,58.0,5.67,5.6,3.53,2550
4441,0.71,Ideal,F,VVS1,61.7,56.0,5.73,5.77,3.55,5019
4442,2.02,Ideal,J,SI1,62.2,57.0,8.06,8.11,5.03,13132
4443,0.73,Ideal,D,VS2,60.7,57.0,5.84,5.88,3.55,4134
4444,0.31,Premium,F,I1,62.9,59.0,4.33,4.29,2.71,394
4445,0.3,Very Good,E,VS1,63.8,59.0,4.21,4.22,2.69,640
4446,0.57,Ideal,F,VS1,61.0,56.0,5.36,5.4,3.28,2193
4447,0.58,Ideal,F,VS2,61.9,60.0,5.32,5.35,3.3,1811
4448,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,6350
4449,0.37,Premium,D,VVS2,60.7,59.0,4.66,4.63,2.82,1038
4450,0.54,Ideal,G,VVS2,61.4,55.0,5.3,5.22,3.23,2090
4451,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,720
4452,0.52,Premium,I,SI1,62.9,58.0,5.14,5.04,3.2,1105
4453,1.1,Ideal,I,VS2,61.8,55.4,6.62,6.65,4.1,5273
4454,1.22,Good,H,SI2,63.5,56.0,6.84,6.77,4.32,6250
4455,0.3,Premium,J,VS1,62.7,59.0,4.28,4.24,2.67,506
4456,1.53,Ideal,D,VS2,62.7,54.0,7.35,7.39,4.62,17223
4457,0.72,Ideal,I,VS2,61.4,56.0,5.77,5.83,3.56,3391
4458,0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
4459,1.0,Premium,D,SI1,61.4,58.0,6.43,6.37,3.93,5880
4460,0.58,Ideal,E,VVS2,62.1,56.0,5.36,5.33,3.32,2551
4461,1.51,Ideal,G,VS2,62.2,57.0,7.28,7.36,4.55,12947
4462,0.7,Premium,H,SI2,61.7,58.0,5.72,5.69,3.52,1982
4463,0.29,Very Good,F,VVS2,60.1,58.0,4.32,4.37,2.61,664
4464,0.3,Ideal,G,VVS1,62.6,55.0,4.27,4.32,2.69,753
4465,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
4466,0.54,Premium,D,VS2,61.1,55.0,5.37,5.24,3.24,1993
4467,0.55,Very Good,E,SI2,62.5,54.0,5.21,5.25,3.27,1238
4468,0.7,Ideal,E,SI2,61.0,55.0,5.76,5.78,3.52,2332
4469,1.0,Fair,H,VS1,64.1,60.0,6.3,6.22,4.01,4732
4470,0.51,Ideal,D,VVS2,61.7,56.0,5.16,5.14,3.18,2742
4471,1.68,Ideal,G,SI1,61.6,55.0,7.69,7.64,4.72,12075
4472,0.71,Ideal,E,SI2,61.5,57.0,5.74,5.78,3.54,2470
4473,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
4474,0.74,Very Good,E,VS1,63.4,55.0,5.78,5.76,3.66,3357
4475,0.4,Very Good,E,SI2,63.5,56.0,4.71,4.68,2.98,798
4476,1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,3246
4477,0.37,Ideal,F,VVS1,59.2,57.0,4.71,4.75,2.8,1342
4478,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,2633
4479,0.71,Premium,D,SI2,61.6,60.0,5.7,5.64,3.49,2317
4480,0.33,Premium,G,SI2,59.4,59.0,4.52,4.5,2.68,557
4481,1.03,Premium,E,VS2,60.0,59.0,6.6,6.54,3.94,6460
4482,0.92,Good,E,SI1,63.7,57.0,6.14,6.11,3.9,4183
4483,0.79,Premium,F,VS2,60.7,60.0,5.95,5.97,3.62,3089
4484,1.0,Fair,F,VS1,64.8,61.0,6.26,6.21,4.04,6115
4485,0.81,Premium,G,VS1,62.3,56.0,5.95,5.89,3.69,3266
4486,0.4,Very Good,D,VS2,60.8,59.0,4.71,4.77,2.88,868
4487,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
4488,0.4,Ideal,F,VS1,61.8,54.0,4.75,4.77,2.94,917
4489,0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89,827
4490,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,2344
4491,0.41,Premium,E,VS1,60.7,58.0,4.83,4.79,2.92,1153
4492,0.42,Ideal,H,VVS1,62.4,55.0,4.8,4.79,2.99,1142
4493,1.0,Ideal,H,SI2,61.4,60.0,6.35,6.41,3.92,4713
4494,0.42,Very Good,G,SI1,62.2,58.0,4.73,4.75,2.95,737
4495,0.3,Ideal,I,SI1,61.9,57.0,4.28,4.31,2.66,422
4496,0.32,Very Good,G,VVS2,62.2,57.0,4.36,4.38,2.72,730
4497,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
4498,1.12,Ideal,G,VS1,62.5,54.0,6.65,6.69,4.17,8394
4499,0.9,Good,G,SI1,57.8,58.0,6.42,6.38,3.7,3931
4500,0.3,Very Good,H,VS1,63.4,53.0,4.3,4.25,2.71,675
4501,0.3,Premium,I,SI1,61.9,61.0,4.29,4.27,2.65,506
4502,1.5,Very Good,E,SI2,63.5,59.0,7.28,7.25,4.61,9450
4503,0.53,Very Good,E,SI1,63.3,56.0,5.13,5.17,3.26,1326
4504,0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68,345
4505,1.51,Good,J,VS2,64.0,58.0,7.27,7.24,4.64,7062
4506,0.31,Premium,F,VS2,61.4,58.0,4.36,4.4,2.69,625
4507,1.0,Premium,E,SI1,61.9,60.0,6.46,6.37,3.97,5544
4508,0.26,Ideal,I,VS1,62.1,55.0,4.11,4.13,2.56,434
4509,1.2,Very Good,F,SI1,62.7,58.0,6.74,6.72,4.22,6973
4510,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,558
4511,2.01,Very Good,I,SI2,61.4,63.0,8.19,7.96,4.96,9781
4512,1.55,Ideal,E,SI1,62.3,56.0,7.43,7.37,4.61,12646
4513,1.04,Very Good,E,VS1,63.0,55.0,6.45,6.5,4.08,7751
4514,0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44,2042
4515,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,3604
4516,1.02,Good,F,SI1,64.3,58.0,6.28,6.32,4.05,4936
4517,1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59,10374
4518,0.5,Good,E,VS1,60.3,62.0,5.1,5.11,3.08,1690
4519,0.9,Premium,H,I1,58.8,62.0,6.32,6.26,3.7,1599
4520,0.35,Good,F,SI2,63.8,56.0,4.45,4.48,2.85,460
4521,0.74,Premium,H,VS2,60.2,58.0,5.88,5.92,3.55,2530
4522,1.01,Good,E,VS1,65.8,55.0,6.2,6.23,4.09,6159
4523,1.21,Ideal,G,VVS2,61.3,57.0,6.83,6.85,4.19,10568
4524,0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581
4525,0.32,Ideal,G,IF,61.2,56.0,4.4,4.43,2.7,918
4526,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8107
4527,0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64,593
4528,1.53,Ideal,H,SI2,61.9,57.0,7.42,7.34,4.57,8499
4529,0.23,Premium,G,VVS2,58.1,59.0,4.09,4.03,2.36,550
4530,0.32,Ideal,E,VS1,61.1,55.0,4.44,4.46,2.72,825
4531,0.31,Ideal,I,VS1,61.8,56.0,4.38,4.39,2.71,507
4532,0.3,Ideal,F,VS2,62.9,57.0,4.33,4.29,2.71,776
4533,0.58,Ideal,E,SI1,62.2,58.0,5.3,5.38,3.32,1580
4534,0.51,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,1687
4535,0.5,Ideal,E,VS2,61.3,57.0,5.13,5.15,3.15,1624
4536,0.71,Ideal,I,VVS1,61.4,56.0,5.73,5.76,3.53,2606
4537,0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,3154
4538,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,9324
4539,1.03,Ideal,G,VS2,60.3,56.0,6.59,6.55,3.96,6229
4540,0.29,Ideal,E,VS2,60.1,56.0,4.3,4.34,2.6,619
4541,0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
4542,0.31,Premium,F,IF,60.8,59.0,4.36,4.39,2.66,874
4543,0.7,Ideal,J,VVS1,61.6,58.0,5.69,5.71,3.51,1945
4544,0.9,Ideal,G,SI2,61.5,57.0,6.19,6.23,3.82,4032
4545,0.7,Very Good,G,SI1,62.8,58.0,5.64,5.69,3.56,2209
4546,0.53,Ideal,D,VS2,61.2,56.0,5.23,5.2,3.19,1956
4547,0.91,Very Good,G,SI1,62.8,56.0,6.16,6.2,3.88,4922
4548,0.25,Very Good,E,VVS2,63.1,55.0,3.98,4.04,2.53,526
4549,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
4550,0.3,Ideal,F,SI1,62.3,54.0,4.27,4.3,2.67,500
4551,0.26,Ideal,G,SI1,61.8,55.0,4.08,4.11,2.53,377
4552,0.32,Premium,D,SI1,61.5,59.0,4.39,4.42,2.71,589
4553,1.12,Premium,H,SI1,62.4,56.0,6.74,6.63,4.17,4994
4554,2.01,Premium,J,SI1,60.3,56.0,8.02,7.96,4.82,11188
4555,1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041
4556,0.59,Ideal,E,SI1,61.1,56.0,5.38,5.44,3.31,1790
4557,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2376
4558,0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48,1932
4559,1.22,Very Good,G,VVS2,59.3,58.0,6.97,6.99,4.14,9706
4560,0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,2413
4561,0.5,Very Good,I,VS1,61.5,55.0,5.12,5.16,3.16,1317
4562,0.31,Very Good,D,SI2,63.1,54.0,4.38,4.33,2.75,593
4563,0.32,Ideal,D,VS1,60.2,57.0,4.45,4.42,2.67,933
4564,1.02,Fair,G,VVS2,64.6,59.0,6.31,6.29,4.07,6736
4565,0.28,Premium,F,VS2,59.6,61.0,4.28,4.25,2.54,567
4566,0.33,Premium,D,VS2,61.2,58.0,4.41,4.44,2.71,781
4567,1.02,Ideal,E,VS2,62.7,56.0,6.44,6.38,4.02,6854
4568,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
4569,1.83,Premium,I,VS1,61.9,57.0,7.91,7.85,4.88,13711
4570,0.61,Very Good,G,VVS2,62.4,55.0,5.44,5.47,3.4,2403
4571,0.7,Very Good,F,VS2,62.3,59.0,5.63,5.7,3.53,2744
4572,0.32,Ideal,I,IF,62.2,57.0,4.35,4.37,2.71,673
4573,1.23,Ideal,D,VVS2,62.0,55.0,6.85,6.92,4.27,12848
4574,0.83,Premium,F,SI1,62.0,59.0,6.04,5.99,3.73,3198
4575,1.01,Very Good,H,SI1,62.8,58.0,6.36,6.38,4.0,4559
4576,1.55,Ideal,D,VS2,60.1,58.0,7.56,7.54,4.54,15845
4577,0.76,Ideal,I,VS2,61.8,58.0,5.84,5.87,3.62,2551
4578,1.2,Very Good,G,SI2,61.2,59.0,6.78,6.84,4.17,4712
4579,1.17,Ideal,G,SI2,61.1,56.0,6.8,6.86,4.17,4725
4580,1.51,Ideal,I,VS1,61.6,56.0,7.37,7.43,4.56,10576
4581,0.31,Good,G,VS2,57.6,62.0,4.46,4.5,2.58,507
4582,0.8,Very Good,F,VS1,63.7,56.0,5.87,5.9,3.75,3460
4583,0.3,Premium,I,VS1,60.5,60.0,4.3,4.33,2.61,473
4584,0.28,Ideal,H,VS2,61.9,55.0,4.2,4.23,2.61,467
4585,0.31,Premium,I,VS2,62.3,60.0,4.31,4.32,2.69,435
4586,0.36,Very Good,E,SI1,60.8,59.0,4.56,4.59,2.78,631
4587,0.9,Good,F,VS2,62.6,57.0,6.07,6.19,3.84,4466
4588,1.51,Premium,F,VS1,61.7,59.0,7.33,7.29,4.51,15581
4589,0.9,Fair,H,SI2,65.6,58.0,6.05,5.95,3.95,3105
4590,0.72,Very Good,I,VS1,64.0,56.0,5.65,5.73,3.65,2048
4591,1.5,Ideal,J,VS2,61.6,58.0,7.33,7.38,4.53,7515
4592,1.01,Premium,I,SI1,62.3,58.0,6.44,6.4,4.0,4355
4593,0.33,Very Good,D,VS1,60.1,59.0,4.46,4.49,2.69,696
4594,0.31,Very Good,E,VS2,61.8,59.0,4.3,4.37,2.68,680
4595,0.36,Premium,E,VS2,59.3,59.0,4.6,4.68,2.75,789
4596,1.01,Ideal,F,VVS2,61.8,56.0,6.49,6.46,4.0,8688
4597,0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72,434
4598,1.08,Premium,G,VS1,62.7,56.0,6.55,6.52,4.1,6982
4599,0.31,Ideal,D,SI1,62.3,54.0,4.37,4.33,2.71,732
4600,0.28,Very Good,F,VS1,61.0,59.0,4.23,4.29,2.6,487
4601,0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,901
4602,2.26,Premium,H,SI2,61.3,60.0,8.5,8.43,5.19,15428
4603,0.3,Ideal,F,VVS1,62.2,57.0,4.28,4.31,2.67,814
4604,1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,4668
4605,0.3,Premium,H,SI1,59.5,62.0,4.35,4.32,2.58,540
4606,0.4,Ideal,G,VVS1,61.5,57.0,4.74,4.79,2.93,1059
4607,1.51,Very Good,H,SI1,62.1,59.0,7.28,7.33,4.54,9694
4608,0.74,Ideal,E,SI1,62.6,56.0,5.74,5.7,3.58,2489
4609,1.53,Very Good,H,SI1,63.1,56.0,7.32,7.27,4.6,7862
4610,1.05,Premium,J,VS2,59.4,62.0,6.66,6.58,3.93,3593
4611,0.61,Ideal,F,SI1,61.4,56.0,5.46,5.42,3.34,1681
4612,0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
4613,0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2905
4614,0.34,Ideal,G,IF,61.6,56.0,4.48,4.51,2.77,1014
4615,1.19,Ideal,G,VS1,62.4,54.0,6.78,6.81,4.24,9918
4616,0.52,Ideal,G,VVS2,61.5,56.0,5.18,5.2,3.19,1911
4617,1.01,Very Good,G,VS1,62.8,58.0,6.34,6.37,3.99,6152
4618,0.91,Premium,D,SI1,60.2,60.0,6.25,6.3,3.78,4429
4619,1.12,Ideal,H,SI1,62.8,55.0,6.66,6.61,4.17,5863
4620,1.09,Ideal,G,VS2,62.3,57.0,6.6,6.57,4.1,6480
4621,0.31,Very Good,G,VVS1,62.5,57.0,4.3,4.4,2.72,816
4622,2.51,Premium,H,SI2,60.6,61.0,8.88,8.68,5.29,14543
4623,1.36,Premium,F,VS2,59.3,60.0,7.23,7.2,4.28,10929
4624,0.7,Very Good,G,VS1,61.6,57.0,5.69,5.73,3.52,3127
4625,0.71,Ideal,G,VVS1,62.6,56.0,5.65,5.69,3.55,3210
4626,0.46,Ideal,F,IF,62.0,55.0,4.96,4.98,3.08,1950
4627,1.04,Premium,H,SI1,58.7,61.0,6.62,6.57,3.87,4980
4628,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
4629,0.41,Ideal,J,VS2,62.4,53.0,4.79,4.83,3.0,613
4630,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51,15323
4631,0.77,Premium,I,SI1,60.4,58.0,5.96,5.99,3.61,2089
4632,1.35,Premium,G,VS1,62.1,59.0,7.06,7.02,4.37,10012
4633,0.55,Ideal,E,VVS2,61.1,57.0,5.3,5.33,3.24,2664
4634,0.36,Ideal,H,SI1,61.4,56.0,4.56,4.59,2.81,684
4635,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
4636,0.3,Premium,I,VVS2,61.8,58.0,4.33,4.28,2.66,675
4637,0.5,Ideal,F,VVS1,61.0,57.0,5.13,5.16,3.14,2165
4638,1.3,Ideal,I,VS1,62.1,57.0,7.04,6.98,4.35,6931
4639,1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761
4640,0.27,Very Good,F,VS2,58.7,58.0,4.25,4.3,2.51,470
4641,0.24,Premium,I,VS1,62.5,57.0,3.97,3.94,2.47,355
4642,1.05,Very Good,E,SI2,60.5,58.0,6.55,6.6,3.98,4797
4643,1.26,Very Good,J,SI1,61.8,58.0,6.88,6.91,4.26,4989
4644,0.9,Ideal,G,SI1,62.1,56.0,6.16,6.2,3.84,4161
4645,1.11,Ideal,I,SI1,62.2,56.0,6.62,6.65,4.13,4890
4646,0.4,Good,G,SI2,63.4,59.0,4.64,4.66,2.95,596
4647,1.54,Ideal,F,SI1,61.9,56.0,7.44,7.38,4.59,12195
4648,0.36,Premium,E,SI1,62.2,59.0,4.57,4.53,2.83,756
4649,0.71,Premium,H,VS1,62.4,58.0,5.73,5.68,3.56,2572
4650,0.6,Ideal,H,VVS1,61.0,56.0,5.44,5.47,3.33,2568
4651,0.32,Very Good,G,VS1,62.9,57.0,4.37,4.4,2.76,645
4652,1.53,Ideal,H,VVS2,61.9,57.0,7.35,7.39,4.56,12731
4653,1.22,Ideal,H,VS2,60.4,57.0,6.95,6.98,4.21,7506
4654,0.79,Ideal,G,VS1,62.0,56.0,5.91,5.94,3.67,3561
4655,1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26,6288
4656,0.9,Very Good,I,SI1,63.1,54.0,6.13,6.16,3.88,3211
4657,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57,9474
4658,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1107
4659,0.7,Good,E,VS2,59.2,64.0,5.8,5.75,3.42,2559
4660,1.11,Premium,F,SI1,60.4,58.0,6.68,6.66,4.03,4699
4661,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
4662,1.0,Very Good,G,SI1,63.3,60.0,6.33,6.24,3.98,4626
4663,1.02,Very Good,E,IF,58.1,59.0,6.71,6.75,3.91,11420
4664,0.77,Ideal,D,VS1,62.3,56.0,5.83,5.89,3.65,4407
4665,0.4,Premium,G,SI1,61.4,60.0,4.67,4.71,2.88,702
4666,0.34,Ideal,G,VS2,61.5,57.0,4.47,4.51,2.76,596
4667,0.9,Very Good,D,SI1,61.8,61.0,6.16,6.2,3.82,4068
4668,0.34,Ideal,E,VS2,61.8,54.0,4.49,4.5,2.78,760
4669,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,15073
4670,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,851
4671,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64,3387
4672,1.09,Very Good,I,SI1,61.4,58.0,6.61,6.69,4.08,4640
4673,0.71,Very Good,G,VS1,64.0,56.0,5.65,5.67,3.62,2630
4674,0.34,Ideal,I,VS1,62.6,56.0,4.47,4.44,2.79,689
4675,2.0,Ideal,H,VS2,61.6,57.0,8.11,8.08,4.99,13531
4676,0.7,Ideal,E,SI1,62.8,55.0,5.65,5.69,3.56,2677
4677,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,6907
4678,1.5,Ideal,F,VS2,62.4,55.0,7.31,7.25,4.54,14199
4679,0.72,Ideal,G,SI2,61.4,56.0,5.76,5.83,3.56,2297
4680,0.4,Premium,E,SI1,60.9,56.0,4.8,4.76,2.91,945
4681,1.23,Ideal,G,VVS2,61.0,57.0,6.93,6.9,4.22,10304
4682,0.7,Ideal,F,VS2,60.8,56.0,5.78,5.79,3.52,2942
4683,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7415
4684,1.05,Premium,H,SI2,63.0,57.0,6.47,6.42,4.06,3822
4685,0.4,Good,G,SI2,63.1,59.0,4.65,4.7,2.95,596
4686,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,719
4687,1.5,Ideal,H,VVS1,61.2,57.0,7.34,7.4,4.51,14304
4688,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,775
4689,0.3,Ideal,D,VS1,61.6,54.0,4.34,4.36,2.68,718
4690,1.5,Ideal,H,SI1,62.0,55.0,7.34,7.29,4.54,11189
4691,1.24,Ideal,H,SI1,62.3,54.0,6.88,6.9,4.29,6867
4692,0.43,Very Good,E,SI1,62.9,56.0,4.8,4.83,3.03,792
4693,1.01,Good,F,VS2,64.1,59.0,6.16,6.23,3.97,6037
4694,0.44,Ideal,H,IF,62.0,57.0,4.87,4.91,3.02,1255
4695,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4666
4696,0.37,Premium,F,VS2,61.2,58.0,4.69,4.63,2.85,957
4697,0.51,Ideal,F,SI1,61.5,55.0,5.13,5.18,3.17,1580
4698,0.51,Premium,G,VS1,62.3,59.0,5.12,5.06,3.17,1781
4699,1.01,Good,H,SI1,60.6,61.0,6.35,6.39,3.86,4242
4700,0.24,Very Good,E,VS1,61.7,60.0,3.97,4.0,2.46,430
4701,1.01,Very Good,G,VS1,64.4,59.0,6.26,6.31,4.05,6632
4702,0.52,Very Good,E,SI2,62.4,59.0,5.13,5.16,3.21,1175
4703,1.01,Ideal,E,VVS2,60.0,55.0,6.6,6.56,3.95,9479
4704,0.43,Ideal,F,VVS2,61.9,56.0,4.82,4.87,3.0,1169
4705,1.51,Ideal,H,SI1,61.7,56.0,7.25,7.18,4.45,7780
4706,0.3,Ideal,G,VVS2,61.1,58.0,4.33,4.35,2.65,638
4707,0.23,Very Good,D,VVS2,62.0,58.0,3.94,3.96,2.45,530
4708,0.31,Ideal,I,VS1,62.4,53.0,4.33,4.36,2.71,507
4709,1.18,Premium,G,SI1,62.1,59.0,6.75,6.71,4.18,5458
4710,0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69,884
4711,0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86,616
4712,0.36,Ideal,D,VS2,61.1,57.0,4.58,4.62,2.81,852
4713,1.21,Ideal,G,VS1,61.6,57.0,6.85,6.87,4.22,10685
4714,1.01,Very Good,J,SI2,61.9,59.0,6.34,6.38,3.94,3592
4715,0.21,Premium,D,VS2,61.6,59.0,3.82,3.78,2.34,386
4716,1.1,Premium,E,SI1,60.0,58.0,6.68,6.65,4.05,4472
4717,0.7,Ideal,D,VS2,61.3,57.0,5.72,5.76,3.52,2960
4718,0.96,Fair,H,SI2,67.6,63.0,5.99,5.84,4.01,2672
4719,0.54,Ideal,E,VS2,61.8,55.0,5.22,5.26,3.24,1567
4720,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89,6353
4721,0.7,Ideal,E,SI1,62.0,56.0,5.68,5.7,3.53,2948
4722,0.42,Ideal,G,VS1,62.0,55.0,4.83,4.78,2.98,984
4723,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
4724,0.3,Very Good,H,VS1,60.4,61.0,4.3,4.34,2.61,526
4725,0.35,Premium,E,VVS2,60.2,58.0,4.66,4.61,2.79,1024
4726,1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,7279
4727,0.65,Premium,D,VS1,59.4,62.0,5.72,5.66,3.38,2387
4728,2.11,Premium,J,SI2,60.7,60.0,8.2,8.27,5.0,12440
4729,0.53,Ideal,D,VS1,61.5,55.0,5.19,5.22,3.2,1813
4730,1.53,Ideal,I,SI2,62.4,54.0,7.34,7.41,4.6,7859
4731,0.3,Ideal,F,VVS2,62.3,54.0,4.32,4.35,2.7,684
4732,0.51,Ideal,G,IF,61.4,54.0,5.18,5.24,3.2,2208
4733,0.4,Ideal,E,VS2,62.6,57.0,4.73,4.7,2.95,975
4734,1.53,Very Good,G,SI2,62.1,61.0,7.28,7.3,4.53,8455
4735,0.35,Premium,D,SI1,61.0,60.0,4.54,4.58,2.78,644
4736,0.31,Premium,G,VVS2,62.9,58.0,4.31,4.27,2.7,907
4737,0.24,Premium,H,VVS2,60.7,58.0,4.07,4.04,2.46,554
4738,0.41,Ideal,E,SI1,62.7,57.0,4.77,4.74,2.98,969
4739,0.96,Very Good,G,SI1,63.2,57.0,6.27,6.23,3.95,4247
4740,0.51,Ideal,D,VS1,62.1,55.0,5.14,5.2,3.21,1959
